uid, timestamp, qid
cgs_4de0c3b26edb3, 1306958153, 2
cgs_4de0c3b26edb3, 1306957925, 1
cgs_4de0c3b26edb3, 1306957916, 6
cgs_4de0c3b26edb3, 1306957900, 6
cgs_4de0c3b26edb3, 1306957899, 1
cgs_4de0c3b26edb3, 1306957820, 2
cgs_4de0c3b26edb3, 1306957633, 1
cgs_4de0c3b26edb3, 1306957626, 6
cgs_4de0c3b26edb3, 1306957612, 1
cgs_4de0c3b26edb3, 1306957610, 6
cgs_4de0c3b26edb3, 1306957608, 1
cgs_4de0c3b26edb3, 1306957518, 2
cgs_4de0c3b26edb3, 1306957401, 1
cgs_4de0c3b26edb3, 1306955836, 4
cgs_4de0c3b26edb3, 1306954612, 2
cgs_4de0c3b26edb3, 1306954450, 1
cgs_4de0c3b26edb3, 1306954441, 6
cgs_4dcc94dd83b9a, 1306954413, 6
cgs_4de0c3b26edb3, 1306954320, 1
cgs_4de0c3b26edb3, 1306954310, 4
cgs_4de0c3b26edb3, 1306953545, 1
cgs_4de0c3b26edb3, 1306953537, 3
cgs_4de0c3b26edb3, 1306953153, 2
cgs_4de0c3b26edb3, 1306952782, 1
cgs_4de0c3b26edb3, 1306952751, 4
cgs_4de0c3b26edb3, 1306952688, 4
cgs_4de0c3b26edb3, 1306952681, 1
cgs_4de0c3b26edb3, 1306952678, 3
cgs_4de0c3b26edb3, 1306952649, 4
cgs_4de0c3b26edb3, 1306952598, 4
cgs_4de0c3b26edb3, 1306952594, 1
cgs_4de0c3b26edb3, 1306952584, 6
cgs_4de0c3b26edb3, 1306952557, 1
cgs_4de0c3b26edb3, 1306952553, 6
cgs_4de0c3b26edb3, 1306952433, 1
cgs_4de0c3b26edb3, 1306952429, 6
cgs_4de0c3b26edb3, 1306952214, 4
cgs_4de0c3b26edb3, 1306952203, 1
cgs_4de0c3b26edb3, 1306952198, 6
cgs_4de1902758d6f, 1306885114, 2
cgs_4de1902758d6f, 1306885072, 3
cgs_4de1902758d6f, 1306885064, 6
cgs_4de1902758d6f, 1306885001, 2
cgs_4de1902758d6f, 1306884961, 2
cgs_4de1902758d6f, 1306884872, 2
cgs_4de1902758d6f, 1306884865, 3
cgs_4de1902758d6f, 1306884819, 2
cgs_4de1902758d6f, 1306884784, 2
cgs_4de1902758d6f, 1306884728, 2
cgs_4de1902758d6f, 1306884682, 2
cgs_4de1902758d6f, 1306884641, 2
cgs_4de1902758d6f, 1306884605, 2
cgs_4de1902758d6f, 1306884525, 2
cgs_4de1902758d6f, 1306884367, 2
cgs_4de1902758d6f, 1306884325, 2
cgs_4de1902758d6f, 1306884287, 2
cgs_4de1902758d6f, 1306884280, 1
cgs_4de1902758d6f, 1306884268, 3
cgs_4de1902758d6f, 1306884174, 2
cgs_4de1902758d6f, 1306884129, 2
cgs_4de1902758d6f, 1306884098, 2
cgs_4de1902758d6f, 1306884021, 2
cgs_4de1902758d6f, 1306883992, 2
cgs_4de1902758d6f, 1306883961, 2
cgs_4de1902758d6f, 1306883947, 3
cgs_4de1902758d6f, 1306883912, 2
cgs_4de1902758d6f, 1306883879, 2
cgs_4de1902758d6f, 1306883845, 2
cgs_4de1902758d6f, 1306883808, 2
cgs_4de1902758d6f, 1306883776, 2
cgs_4de1902758d6f, 1306883746, 2
cgs_4de1902758d6f, 1306883736, 3
cgs_4de1902758d6f, 1306883732, 3
cgs_4de1902758d6f, 1306883710, 3
cgs_4de1902758d6f, 1306883705, 3
cgs_4de1902758d6f, 1306883699, 3
cgs_4de1902758d6f, 1306883694, 3
cgs_4de1902758d6f, 1306883685, 3
cgs_4de1902758d6f, 1306883674, 2
cgs_4de1902758d6f, 1306883633, 3
cgs_4de1902758d6f, 1306883622, 2
cgs_4de1902758d6f, 1306883612, 1
cgs_4de1902758d6f, 1306883605, 6
cgs_4de1902758d6f, 1306883603, 6
cgs_4de1902758d6f, 1306882918, 2
cgs_4de1902758d6f, 1306882902, 1
cgs_4de1902758d6f, 1306882894, 6
cgs_4de1902758d6f, 1306882744, 4
cgs_4de1902758d6f, 1306882706, 4
cgs_4de1902758d6f, 1306882621, 2
cgs_4de1902758d6f, 1306882615, 6
cgs_4de5259531fe7, 1306864875, 1
cgs_4de5259531fe7, 1306864806, 2
cgs_4de5284dc070a, 1306864686, 6
cgs_4de5284dc070a, 1306864513, 4
cgs_4de5259531fe7, 1306864513, 1
cgs_4de5259531fe7, 1306864350, 3
cgs_4de5284dc070a, 1306864340, 1
cgs_4de5259531fe7, 1306864225, 4
cgs_4de5259531fe7, 1306864213, 4
cgs_4de5284dc070a, 1306864160, 4
cgs_4de5259531fe7, 1306864128, 2
cgs_4de5284dc070a, 1306863347, 1
cgs_4de5259531fe7, 1306863291, 1
cgs_4de5284dc070a, 1306863204, 4
cgs_4de5284dc070a, 1306863189, 4
cgs_4de5259531fe7, 1306863181, 4
cgs_4de5284dc070a, 1306863151, 1
cgs_4de5259531fe7, 1306863100, 1
cgs_4de5284dc070a, 1306863080, 2
cgs_4de5284dc070a, 1306863073, 3
cgs_4de0c3b26edb3, 1306862984, 4
cgs_4de5284dc070a, 1306862983, 4
cgs_4de0c3b26edb3, 1306862943, 6
cgs_4de5284dc070a, 1306862692, 6
cgs_4de5259531fe7, 1306862585, 4
cgs_4de5259531fe7, 1306862580, 1
cgs_4de5259531fe7, 1306862562, 6
cgs_4de5259531fe7, 1306862423, 3
cgs_4de5259531fe7, 1306862385, 4
cgs_4de5259531fe7, 1306862246, 2
cgs_4de5259531fe7, 1306862026, 1
cgs_4de5259531fe7, 1306862019, 6
cgs_4de47f0e2ed82, 1306819889, 4
cgs_4de47f0e2ed82, 1306819879, 3
cgs_4de47f0e2ed82, 1306819862, 2
cgs_4de47f0e2ed82, 1306819859, 2
cgs_4de47f0e2ed82, 1306819824, 1
cgs_4de47f0e2ed82, 1306819810, 3
cgs_4de47f0e2ed82, 1306819794, 2
cgs_4de47f0e2ed82, 1306819753, 1
cgs_4de47f0e2ed82, 1306819750, 3
cgs_4de47f0e2ed82, 1306819749, 3
cgs_4de47f0e2ed82, 1306819727, 1
cgs_4de47f0e2ed82, 1306819726, 3
cgs_4de47f0e2ed82, 1306819657, 2
cgs_4de47f0e2ed82, 1306819650, 3
cgs_4de47f0e2ed82, 1306819626, 1
cgs_4de47f0e2ed82, 1306819613, 3
cgs_4de47f0e2ed82, 1306819595, 2
cgs_4de47f0e2ed82, 1306819567, 1
cgs_4de47f0e2ed82, 1306819557, 3
cgs_4de47f0e2ed82, 1306819537, 2
cgs_4de47f0e2ed82, 1306819512, 1
cgs_4de47f0e2ed82, 1306819495, 2
cgs_4de47f0e2ed82, 1306819460, 1
cgs_4de47f0e2ed82, 1306819438, 6
cgs_4de47f0e2ed82, 1306819367, 6
cgs_4de47f0e2ed82, 1306819366, 6
cgs_4de0a86eb7496, 1306797102, 6
cgs_4de0a86eb7496, 1306797102, 6
cgs_4de0a86eb7496, 1306797102, 6
cgs_4de0a86eb7496, 1306797102, 6
cgs_4de294c165ca0, 1306786215, 2
cgs_4de294c165ca0, 1306786198, 1
cgs_4de294c165ca0, 1306785593, 2
cgs_4de294c165ca0, 1306785581, 1
cgs_4de294c165ca0, 1306785496, 2
cgs_4de294c165ca0, 1306785477, 1
cgs_4de294c165ca0, 1306785401, 2
cgs_4de294c165ca0, 1306785382, 1
cgs_4de294c165ca0, 1306785305, 2
cgs_4de294c165ca0, 1306785291, 1
cgs_4de294c165ca0, 1306785208, 2
cgs_4de294c165ca0, 1306785190, 1
cgs_4de294c165ca0, 1306784956, 2
cgs_4de294c165ca0, 1306784931, 1
cgs_4de294c165ca0, 1306784838, 2
cgs_4de294c165ca0, 1306784817, 1
cgs_4de294c165ca0, 1306784734, 2
cgs_4de294c165ca0, 1306784658, 1
cgs_4de294c165ca0, 1306784579, 2
cgs_4de294c165ca0, 1306784560, 1
cgs_4de294c165ca0, 1306784452, 2
cgs_4de294c165ca0, 1306784427, 1
cgs_4de294c165ca0, 1306784302, 2
cgs_4de294c165ca0, 1306784284, 1
cgs_4de294c165ca0, 1306784202, 2
cgs_4de294c165ca0, 1306784188, 1
cgs_4de294c165ca0, 1306784057, 2
cgs_4de294c165ca0, 1306784039, 1
cgs_4de294c165ca0, 1306783955, 2
cgs_4de294c165ca0, 1306783946, 4
cgs_4de294c165ca0, 1306783933, 1
cgs_4de294c165ca0, 1306783801, 2
cgs_4de294c165ca0, 1306783783, 1
cgs_4de1902758d6f, 1306783568, 4
cgs_4de1902758d6f, 1306783441, 2
cgs_4de1902758d6f, 1306783382, 1
cgs_4de1902758d6f, 1306783377, 1
cgs_4de1902758d6f, 1306783372, 6
cgs_4de294c165ca0, 1306783171, 2
cgs_4de294c165ca0, 1306783151, 1
cgs_4de294c165ca0, 1306782576, 2
cgs_4de294c165ca0, 1306782554, 1
cgs_4de294c165ca0, 1306782417, 2
cgs_4de294c165ca0, 1306782407, 1
cgs_4de294c165ca0, 1306782257, 2
cgs_4de294c165ca0, 1306782240, 1
cgs_4de294c165ca0, 1306782037, 2
cgs_4de294c165ca0, 1306782016, 1
cgs_4de294c165ca0, 1306781913, 2
cgs_4de294c165ca0, 1306781900, 1
cgs_4de294c165ca0, 1306781716, 2
cgs_4de294c165ca0, 1306781698, 1
cgs_4de1902758d6f, 1306780886, 4
cgs_4de1902758d6f, 1306780776, 2
cgs_4de1902758d6f, 1306780755, 1
cgs_4de1902758d6f, 1306780745, 6
cgs_4de294c165ca0, 1306780217, 2
cgs_4de294c165ca0, 1306780200, 1
cgs_4de294c165ca0, 1306780070, 2
cgs_4de294c165ca0, 1306780052, 1
cgs_4de294c165ca0, 1306779962, 2
cgs_4de294c165ca0, 1306779936, 1
cgs_4de294c165ca0, 1306779837, 2
cgs_4de294c165ca0, 1306779815, 1
cgs_4de294c165ca0, 1306779728, 2
cgs_4de294c165ca0, 1306779714, 1
cgs_4de294c165ca0, 1306779629, 2
cgs_4de294c165ca0, 1306779619, 1
cgs_4de294c165ca0, 1306779498, 2
cgs_4de294c165ca0, 1306779382, 1
cgs_4de294c165ca0, 1306779301, 2
cgs_4de294c165ca0, 1306779285, 1
cgs_4de294c165ca0, 1306779199, 2
cgs_4de294c165ca0, 1306779173, 1
cgs_4de294c165ca0, 1306779172, 3
cgs_4de294c165ca0, 1306779094, 2
cgs_4de294c165ca0, 1306779073, 1
cgs_4de294c165ca0, 1306779068, 3
cgs_4de294c165ca0, 1306778959, 2
cgs_4de294c165ca0, 1306778935, 1
cgs_4de294c165ca0, 1306778917, 1
cgs_4de294c165ca0, 1306778834, 2
cgs_4de294c165ca0, 1306778792, 1
cgs_4de294c165ca0, 1306778703, 2
cgs_4de294c165ca0, 1306778667, 1
cgs_4de294c165ca0, 1306778660, 3
cgs_4de294c165ca0, 1306778572, 2
cgs_4de294c165ca0, 1306778527, 1
cgs_4de294c165ca0, 1306778442, 2
cgs_4de294c165ca0, 1306778429, 1
cgs_4de294c165ca0, 1306778336, 2
cgs_4de294c165ca0, 1306778333, 6
cgs_4de156ce6d6ac, 1306777510, 4
cgs_4de156ce6d6ac, 1306777496, 6
cgs_4de3721395b99, 1306750592, 2
cgs_4de3721395b99, 1306750558, 1
cgs_4de3721395b99, 1306750544, 6
cgs_4de294c165ca0, 1306739448, 2
cgs_4de294c165ca0, 1306739426, 1
cgs_4de294c165ca0, 1306739341, 2
cgs_4de294c165ca0, 1306739328, 1
cgs_4de294c165ca0, 1306739305, 1
cgs_4de294c165ca0, 1306739224, 2
cgs_4de294c165ca0, 1306739196, 1
cgs_4de294c165ca0, 1306739123, 2
